"id","date","country","state","city","lat","lng","deaths","confirmed","tests","deaths_new","confirmed_new","tests_new","pop","pop_14","pop_15_64","pop_65","pop_age","pop_density","pop_death_rate"
"Italy|Basilicata|NA",2020-03-10,"Italy","Basilicata",NA,40.63947052,15.80514834,0,7,148,0,2,13,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-10,"Italy","Calabria",NA,38.90597598,16.59440194,0,13,360,0,2,187,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-10,"Italy","Campania",NA,40.83956555,14.25084984,0,127,1141,0,7,161,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-10,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,85,1533,5494,15,147,588,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-10,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,3,116,1602,2,23,258,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-10,"Italy","Lazio",NA,41.89277044,12.48366722,6,116,3591,1,14,1662,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-10,"Italy","Liguria",NA,44.41149315,8.9326992,8,141,694,1,32,83,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-10,"Italy","Lombardia",NA,45.46679409,9.190347404,468,5791,21479,135,322,1344,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-10,"Italy","Marche",NA,43.61675973,13.5188753,13,394,1437,3,71,187,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-10,"Italy","Molise",NA,41.55774754,14.65916051,0,15,225,0,1,13,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-10,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,0,38,36,0,29,0,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-10,"Italy","P.A. Trento",NA,46.06893511,11.12123097,0,52,399,0,19,132,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-10,"Italy","Piemonte",NA,45.0732745,7.680687483,17,453,2374,4,103,693,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-10,"Italy","Puglia",NA,41.12559576,16.86736689,3,59,747,0,9,62,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-10,"Italy","Sardegna",NA,39.21531192,9.110616306,0,20,204,0,1,19,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-10,"Italy","Sicilia",NA,38.11569725,13.3623567,0,62,955,0,8,119,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-10,"Italy","Toscana",NA,43.76923077,11.25588885,1,264,2573,0,56,555,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-10,"Italy","Umbria",NA,43.10675841,12.38824698,0,37,260,0,9,77,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-10,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,0,17,89,0,2,22,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-10,"Italy","Veneto",NA,45.43490485,12.33845213,26,856,16643,6,112,687,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-11,"Italy","Abruzzo",NA,42.35122196,13.39843823,1,38,310,0,0,0,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-11,"Italy","Basilicata",NA,40.63947052,15.80514834,0,8,155,0,1,7,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-11,"Italy","Calabria",NA,38.90597598,16.59440194,0,19,405,0,6,45,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-11,"Italy","Campania",NA,40.83956555,14.25084984,1,154,1375,1,27,234,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-11,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,113,1739,6640,28,206,1146,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-11,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,6,126,2073,3,10,471,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-11,"Italy","Lazio",NA,41.89277044,12.48366722,6,150,3591,0,34,0,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-11,"Italy","Liguria",NA,44.41149315,8.9326992,8,194,1025,0,53,331,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-11,"Italy","Lombardia",NA,45.46679409,9.190347404,617,7280,25629,149,1489,4150,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-11,"Italy","Marche",NA,43.61675973,13.5188753,18,479,1656,5,85,219,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-11,"Italy","Molise",NA,41.55774754,14.65916051,0,16,233,0,1,8,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-11,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,0,75,75,0,37,39,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-11,"Italy","P.A. Trento",NA,46.06893511,11.12123097,0,77,527,0,25,128,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-11,"Italy","Piemonte",NA,45.0732745,7.680687483,21,501,2431,4,48,57,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-11,"Italy","Puglia",NA,41.12559576,16.86736689,5,77,909,2,18,162,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-11,"Italy","Sardegna",NA,39.21531192,9.110616306,0,37,283,0,17,79,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-11,"Italy","Sicilia",NA,38.11569725,13.3623567,0,83,1194,0,21,239,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-11,"Italy","Toscana",NA,43.76923077,11.25588885,1,320,2804,0,56,231,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-11,"Italy","Umbria",NA,43.10675841,12.38824698,0,46,340,0,9,80,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-11,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,1,20,99,1,3,10,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-11,"Italy","Veneto",NA,45.43490485,12.33845213,29,1023,21400,3,167,4757,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-12,"Italy","Abruzzo",NA,42.35122196,13.39843823,2,84,867,1,46,557,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-12,"Italy","Basilicata",NA,40.63947052,15.80514834,0,8,155,0,0,0,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-12,"Italy","Calabria",NA,38.90597598,16.59440194,0,33,483,0,14,78,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-12,"Italy","Campania",NA,40.83956555,14.25084984,1,179,1551,0,25,176,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-12,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,146,1947,7600,33,208,960,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-12,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,8,167,2604,2,41,531,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-12,"Italy","Lazio",NA,41.89277044,12.48366722,9,200,5592,3,50,2001,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-12,"Italy","Liguria",NA,44.41149315,8.9326992,11,274,1174,3,80,149,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-12,"Italy","Lombardia",NA,45.46679409,9.190347404,744,8725,29534,127,1445,3905,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-12,"Italy","Marche",NA,43.61675973,13.5188753,22,592,1907,4,113,251,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-12,"Italy","Molise",NA,41.55774754,14.65916051,0,16,238,0,0,5,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-12,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,1,104,607,1,29,532,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-12,"Italy","P.A. Trento",NA,46.06893511,11.12123097,1,107,593,1,30,66,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-12,"Italy","Piemonte",NA,45.0732745,7.680687483,26,580,2879,5,79,448,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-12,"Italy","Puglia",NA,41.12559576,16.86736689,5,104,1269,0,27,360,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-12,"Italy","Sardegna",NA,39.21531192,9.110616306,0,39,302,0,2,19,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-12,"Italy","Sicilia",NA,38.11569725,13.3623567,2,115,1477,2,32,283,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-12,"Italy","Toscana",NA,43.76923077,11.25588885,5,364,3165,4,44,361,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-12,"Italy","Umbria",NA,43.10675841,12.38824698,0,64,458,0,18,118,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-12,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,1,27,118,0,7,19,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-12,"Italy","Veneto",NA,45.43490485,12.33845213,32,1384,23438,3,361,2038,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-13,"Italy","Abruzzo",NA,42.35122196,13.39843823,2,89,958,0,5,91,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-13,"Italy","Basilicata",NA,40.63947052,15.80514834,0,10,155,0,2,0,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-13,"Italy","Calabria",NA,38.90597598,16.59440194,0,38,504,0,5,21,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-13,"Italy","Campania",NA,40.83956555,14.25084984,2,220,1671,1,41,120,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-13,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,201,2263,8787,55,316,1187,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-13,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,10,257,3149,2,90,545,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-13,"Italy","Lazio",NA,41.89277044,12.48366722,11,277,6491,2,77,899,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-13,"Italy","Liguria",NA,44.41149315,8.9326992,17,345,1442,6,71,268,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-13,"Italy","Lombardia",NA,45.46679409,9.190347404,890,9820,32700,146,1095,3166,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-13,"Italy","Marche",NA,43.61675973,13.5188753,27,725,2218,5,133,311,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-13,"Italy","Molise",NA,41.55774754,14.65916051,0,17,243,0,1,5,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-13,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,2,125,811,1,21,204,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-13,"Italy","P.A. Trento",NA,46.06893511,11.12123097,2,163,846,1,56,253,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-13,"Italy","Piemonte",NA,45.0732745,7.680687483,46,840,3105,20,260,226,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-13,"Italy","Puglia",NA,41.12559576,16.86736689,5,129,1449,0,25,180,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-13,"Italy","Sardegna",NA,39.21531192,9.110616306,0,43,504,0,4,202,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-13,"Italy","Sicilia",NA,38.11569725,13.3623567,2,130,1950,0,15,473,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-13,"Italy","Toscana",NA,43.76923077,11.25588885,5,470,4049,0,106,884,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-13,"Italy","Umbria",NA,43.10675841,12.38824698,1,76,576,1,12,118,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-13,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,1,28,189,0,1,71,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-13,"Italy","Veneto",NA,45.43490485,12.33845213,42,1595,25691,10,211,2253,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-14,"Italy","Abruzzo",NA,42.35122196,13.39843823,2,112,1232,0,23,274,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-14,"Italy","Basilicata",NA,40.63947052,15.80514834,0,10,155,0,0,0,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-14,"Italy","Calabria",NA,38.90597598,16.59440194,0,60,711,0,22,207,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-14,"Italy","Campania",NA,40.83956555,14.25084984,6,272,1936,4,52,265,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-14,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,241,2644,10043,40,381,1256,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-14,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,13,301,3376,3,44,227,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-14,"Italy","Lazio",NA,41.89277044,12.48366722,13,357,7335,2,80,844,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-14,"Italy","Liguria",NA,44.41149315,8.9326992,27,463,1750,10,118,308,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-14,"Italy","Lombardia",NA,45.46679409,9.190347404,966,11685,37138,76,1865,4438,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-14,"Italy","Marche",NA,43.61675973,13.5188753,36,899,2561,9,174,343,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-14,"Italy","Molise",NA,41.55774754,14.65916051,0,17,247,0,0,4,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-14,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,3,173,1135,1,48,324,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-14,"Italy","P.A. Trento",NA,46.06893511,11.12123097,2,206,1006,0,43,160,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-14,"Italy","Piemonte",NA,45.0732745,7.680687483,59,873,3680,13,33,575,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-14,"Italy","Puglia",NA,41.12559576,16.86736689,8,166,1681,3,37,232,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-14,"Italy","Sardegna",NA,39.21531192,9.110616306,0,47,530,0,4,26,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-14,"Italy","Sicilia",NA,38.11569725,13.3623567,2,156,2100,0,26,150,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-14,"Italy","Toscana",NA,43.76923077,11.25588885,6,630,4595,1,160,546,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-14,"Italy","Umbria",NA,43.10675841,12.38824698,1,107,748,0,31,172,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-14,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,1,42,231,0,14,42,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-14,"Italy","Veneto",NA,45.43490485,12.33845213,55,1937,26980,13,342,1289,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-15,"Italy","Abruzzo",NA,42.35122196,13.39843823,3,137,1419,1,25,187,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-15,"Italy","Basilicata",NA,40.63947052,15.80514834,0,11,208,0,1,53,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-15,"Italy","Calabria",NA,38.90597598,16.59440194,1,68,884,1,8,173,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-15,"Italy","Campania",NA,40.83956555,14.25084984,9,333,2213,3,61,277,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-15,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,284,3093,12054,43,449,2011,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-15,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,14,347,3407,1,46,31,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-15,"Italy","Lazio",NA,41.89277044,12.48366722,16,436,8345,3,79,1010,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-15,"Italy","Liguria",NA,44.41149315,8.9326992,33,559,1973,6,96,223,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-15,"Italy","Lombardia",NA,45.46679409,9.190347404,1218,13272,40369,252,1587,3231,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-15,"Italy","Marche",NA,43.61675973,13.5188753,46,1133,2946,10,234,385,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-15,"Italy","Molise",NA,41.55774754,14.65916051,0,17,248,0,0,1,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-15,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,5,204,1497,2,31,362,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-15,"Italy","P.A. Trento",NA,46.06893511,11.12123097,6,378,1006,4,172,0,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-15,"Italy","Piemonte",NA,45.0732745,7.680687483,81,1111,4375,22,238,695,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-15,"Italy","Puglia",NA,41.12559576,16.86736689,16,230,2017,8,64,336,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-15,"Italy","Sardegna",NA,39.21531192,9.110616306,2,77,613,2,30,83,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-15,"Italy","Sicilia",NA,38.11569725,13.3623567,2,188,2452,0,32,352,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-15,"Italy","Toscana",NA,43.76923077,11.25588885,8,781,5132,2,151,537,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-15,"Italy","Umbria",NA,43.10675841,12.38824698,1,143,965,0,36,217,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-15,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,1,57,230,0,15,0,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-15,"Italy","Veneto",NA,45.43490485,12.33845213,63,2172,32546,8,235,5566,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-16,"Italy","Abruzzo",NA,42.35122196,13.39843823,4,176,1533,1,39,114,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-16,"Italy","Basilicata",NA,40.63947052,15.80514834,0,12,230,0,1,22,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-16,"Italy","Calabria",NA,38.90597598,16.59440194,1,89,1030,0,21,146,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-16,"Italy","Campania",NA,40.83956555,14.25084984,9,400,2517,0,67,304,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-16,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,346,3522,13096,62,429,1042,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-16,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,22,386,4851,8,39,1444,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-16,"Italy","Lazio",NA,41.89277044,12.48366722,19,523,9330,3,87,985,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-16,"Italy","Liguria",NA,44.41149315,8.9326992,50,667,2189,17,108,216,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-16,"Italy","Lombardia",NA,45.46679409,9.190347404,1420,14649,43565,202,1377,3196,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-16,"Italy","Marche",NA,43.61675973,13.5188753,57,1242,3225,11,109,279,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-16,"Italy","Molise",NA,41.55774754,14.65916051,1,21,253,1,4,5,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-16,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,6,241,1740,1,37,243,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-16,"Italy","P.A. Trento",NA,46.06893511,11.12123097,6,378,1006,0,0,0,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-16,"Italy","Piemonte",NA,45.0732745,7.680687483,111,1516,5588,30,405,1213,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-16,"Italy","Puglia",NA,41.12559576,16.86736689,16,230,2017,0,0,0,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-16,"Italy","Sardegna",NA,39.21531192,9.110616306,2,107,797,0,30,184,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-16,"Italy","Sicilia",NA,38.11569725,13.3623567,2,213,2653,0,25,201,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-16,"Italy","Toscana",NA,43.76923077,11.25588885,14,866,5910,6,85,778,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-16,"Italy","Umbria",NA,43.10675841,12.38824698,1,164,1093,0,21,128,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-16,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,2,105,287,1,48,57,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-16,"Italy","Veneto",NA,45.43490485,12.33845213,69,2473,35052,6,301,2506,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-17,"Italy","Abruzzo",NA,42.35122196,13.39843823,6,229,1688,2,53,155,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-17,"Italy","Basilicata",NA,40.63947052,15.80514834,0,20,262,0,8,32,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-17,"Italy","Calabria",NA,38.90597598,16.59440194,1,114,1293,0,25,263,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-17,"Italy","Campania",NA,40.83956555,14.25084984,9,460,2685,0,60,168,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-17,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,393,3931,14510,47,409,1414,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-17,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,30,394,4958,8,8,107,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-17,"Italy","Lazio",NA,41.89277044,12.48366722,23,607,9436,4,84,106,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-17,"Italy","Liguria",NA,44.41149315,8.9326992,60,778,2509,10,111,320,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-17,"Italy","Lombardia",NA,45.46679409,9.190347404,1640,16220,46449,220,1571,2884,10036258,0.138,0.638,0.224,45,406.65,0.0099
