"id","date","country","state","city","lat","lng","deaths","confirmed","tests","deaths_new","confirmed_new","tests_new","pop","pop_14","pop_15_64","pop_65","pop_age","pop_density","pop_death_rate"
"Italy|Marche|NA",2020-03-17,"Italy","Marche",NA,43.61675973,13.5188753,69,1371,3225,12,129,0,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-17,"Italy","Molise",NA,41.55774754,14.65916051,1,25,301,0,4,48,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-17,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,8,291,2149,2,50,409,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-17,"Italy","P.A. Trento",NA,46.06893511,11.12123097,7,385,1727,1,7,721,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-17,"Italy","Piemonte",NA,45.0732745,7.680687483,133,1897,6543,22,381,955,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-17,"Italy","Puglia",NA,41.12559576,16.86736689,18,340,3077,2,110,1060,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-17,"Italy","Sardegna",NA,39.21531192,9.110616306,2,117,1003,0,10,206,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-17,"Italy","Sicilia",NA,38.11569725,13.3623567,3,237,2916,1,24,263,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-17,"Italy","Toscana",NA,43.76923077,11.25588885,17,1053,6727,3,187,817,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-17,"Italy","Umbria",NA,43.10675841,12.38824698,1,197,1323,0,33,230,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-17,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,2,136,398,0,31,111,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-17,"Italy","Veneto",NA,45.43490485,12.33845213,80,2704,35478,11,231,426,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-18,"Italy","Abruzzo",NA,42.35122196,13.39843823,7,263,2054,1,34,366,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-18,"Italy","Basilicata",NA,40.63947052,15.80514834,0,27,262,0,7,0,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-18,"Italy","Calabria",NA,38.90597598,16.59440194,1,129,1668,0,15,375,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-18,"Italy","Campania",NA,40.83956555,14.25084984,9,460,2685,0,0,0,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-18,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,458,4525,15461,65,594,951,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-18,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,31,462,4958,1,68,0,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-18,"Italy","Lazio",NA,41.89277044,12.48366722,32,724,11145,9,117,1709,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-18,"Italy","Liguria",NA,44.41149315,8.9326992,73,887,2912,13,109,403,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-18,"Italy","Lombardia",NA,45.46679409,9.190347404,1959,17713,48983,319,1493,2534,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-18,"Italy","Marche",NA,43.61675973,13.5188753,92,1568,4109,23,197,884,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-18,"Italy","Molise",NA,41.55774754,14.65916051,1,28,361,0,3,60,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-18,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,9,376,2844,1,85,695,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-18,"Italy","P.A. Trento",NA,46.06893511,11.12123097,7,455,2187,0,70,460,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-18,"Italy","Piemonte",NA,45.0732745,7.680687483,154,2341,7516,21,444,973,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-18,"Italy","Puglia",NA,41.12559576,16.86736689,19,383,3433,1,43,356,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-18,"Italy","Sardegna",NA,39.21531192,9.110616306,2,134,1135,0,17,132,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-18,"Italy","Sicilia",NA,38.11569725,13.3623567,3,282,3294,0,45,378,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-18,"Italy","Toscana",NA,43.76923077,11.25588885,22,1330,7606,5,277,879,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-18,"Italy","Umbria",NA,43.10675841,12.38824698,2,247,1601,1,50,278,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-18,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,3,165,486,1,29,88,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-18,"Italy","Veneto",NA,45.43490485,12.33845213,94,3214,40841,14,510,5363,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-19,"Italy","Abruzzo",NA,42.35122196,13.39843823,11,385,2409,4,122,355,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-19,"Italy","Basilicata",NA,40.63947052,15.80514834,0,37,353,0,10,91,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-19,"Italy","Calabria",NA,38.90597598,16.59440194,3,169,2342,2,40,674,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-19,"Italy","Campania",NA,40.83956555,14.25084984,17,652,3544,8,192,859,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-19,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,531,5214,18344,73,689,2883,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-19,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,36,599,4052,5,137,0,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-19,"Italy","Lazio",NA,41.89277044,12.48366722,38,823,11145,6,99,0,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-19,"Italy","Liguria",NA,44.41149315,8.9326992,91,1059,3348,18,172,436,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-19,"Italy","Lombardia",NA,45.46679409,9.190347404,2168,19884,52244,209,2171,3261,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-19,"Italy","Marche",NA,43.61675973,13.5188753,115,1737,4512,23,169,403,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-19,"Italy","Molise",NA,41.55774754,14.65916051,2,46,426,1,18,65,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-19,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,14,436,3568,5,60,724,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-19,"Italy","P.A. Trento",NA,46.06893511,11.12123097,12,523,2203,5,68,16,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-19,"Italy","Piemonte",NA,45.0732745,7.680687483,175,2932,8853,21,591,1337,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-19,"Italy","Puglia",NA,41.12559576,16.86736689,25,478,4046,6,95,613,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-19,"Italy","Sardegna",NA,39.21531192,9.110616306,2,206,1334,0,72,199,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-19,"Italy","Sicilia",NA,38.11569725,13.3623567,4,340,3961,1,58,667,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-19,"Italy","Toscana",NA,43.76923077,11.25588885,38,1482,8873,16,152,1267,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-19,"Italy","Umbria",NA,43.10675841,12.38824698,2,334,1954,0,87,353,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-19,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,6,215,608,3,50,122,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-19,"Italy","Veneto",NA,45.43490485,12.33845213,115,3484,44658,21,270,3817,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-20,"Italy","Abruzzo",NA,42.35122196,13.39843823,17,449,2695,6,64,286,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-20,"Italy","Basilicata",NA,40.63947052,15.80514834,0,52,443,0,15,90,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-20,"Italy","Calabria",NA,38.90597598,16.59440194,4,207,2690,1,38,348,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-20,"Italy","Campania",NA,40.83956555,14.25084984,17,749,3845,0,97,301,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-20,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,640,5968,20753,109,754,2409,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-20,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,38,656,4964,2,57,912,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-20,"Italy","Lazio",NA,41.89277044,12.48366722,43,1008,13889,5,185,2744,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-20,"Italy","Liguria",NA,44.41149315,8.9326992,119,1221,3794,28,162,446,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-20,"Italy","Lombardia",NA,45.46679409,9.190347404,2549,22264,57174,381,2380,4930,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-20,"Italy","Marche",NA,43.61675973,13.5188753,137,1981,5170,22,244,658,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-20,"Italy","Molise",NA,41.55774754,14.65916051,5,50,426,3,4,0,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-20,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,17,548,4433,3,112,865,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-20,"Italy","P.A. Trento",NA,46.06893511,11.12123097,13,642,2656,1,119,453,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-20,"Italy","Piemonte",NA,45.0732745,7.680687483,209,3461,9975,34,529,1122,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-20,"Italy","Puglia",NA,41.12559576,16.86736689,26,581,4789,1,103,743,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-20,"Italy","Sardegna",NA,39.21531192,9.110616306,2,293,1912,0,87,578,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-20,"Italy","Sicilia",NA,38.11569725,13.3623567,4,408,4468,0,68,507,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-20,"Italy","Toscana",NA,43.76923077,11.25588885,47,1793,10405,9,311,1532,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-20,"Italy","Umbria",NA,43.10675841,12.38824698,7,395,2303,5,61,349,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-20,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,7,264,814,1,49,206,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-20,"Italy","Veneto",NA,45.43490485,12.33845213,131,4031,49288,16,547,4630,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-21,"Italy","Abruzzo",NA,42.35122196,13.39843823,22,529,3035,5,80,340,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-21,"Italy","Basilicata",NA,40.63947052,15.80514834,0,66,522,0,14,79,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-21,"Italy","Calabria",NA,38.90597598,16.59440194,5,235,3050,1,28,360,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-21,"Italy","Campania",NA,40.83956555,14.25084984,22,844,4448,5,95,603,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-21,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,715,6705,24620,75,737,3867,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-21,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,42,790,5955,4,134,991,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-21,"Italy","Lazio",NA,41.89277044,12.48366722,50,1190,13889,7,182,0,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-21,"Italy","Liguria",NA,44.41149315,8.9326992,152,1436,4304,33,215,510,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-21,"Italy","Lombardia",NA,45.46679409,9.190347404,3095,25515,66730,546,3251,9556,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-21,"Italy","Marche",NA,43.61675973,13.5188753,154,2153,5740,17,172,570,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-21,"Italy","Molise",NA,41.55774754,14.65916051,7,61,449,2,11,23,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-21,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,20,621,5179,3,73,746,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-21,"Italy","P.A. Trento",NA,46.06893511,11.12123097,28,782,2656,15,140,0,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-21,"Italy","Piemonte",NA,45.0732745,7.680687483,238,3752,10701,29,291,726,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-21,"Italy","Puglia",NA,41.12559576,16.86736689,29,675,5617,3,94,828,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-21,"Italy","Sardegna",NA,39.21531192,9.110616306,4,330,2297,2,37,385,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-21,"Italy","Sicilia",NA,38.11569725,13.3623567,6,490,4883,2,82,415,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-21,"Italy","Toscana",NA,43.76923077,11.25588885,72,2012,11909,25,219,1504,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-21,"Italy","Umbria",NA,43.10675841,12.38824698,10,462,2712,3,67,409,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-21,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,8,313,884,1,49,70,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-21,"Italy","Veneto",NA,45.43490485,12.33845213,146,4617,53642,15,586,4354,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-22,"Italy","Abruzzo",NA,42.35122196,13.39843823,33,587,3375,11,58,340,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-22,"Italy","Basilicata",NA,40.63947052,15.80514834,0,81,643,0,15,121,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-22,"Italy","Calabria",NA,38.90597598,16.59440194,8,273,3666,3,38,616,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-22,"Italy","Campania",NA,40.83956555,14.25084984,29,936,4943,7,92,495,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-22,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,816,7555,28022,101,850,3402,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-22,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,47,874,6761,5,84,806,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-22,"Italy","Lazio",NA,41.89277044,12.48366722,53,1383,17845,3,193,3956,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-22,"Italy","Liguria",NA,44.41149315,8.9326992,171,1665,4995,19,229,691,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-22,"Italy","Lombardia",NA,45.46679409,9.190347404,3456,27206,70598,361,1691,3868,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-22,"Italy","Marche",NA,43.61675973,13.5188753,184,2421,6391,30,268,651,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-22,"Italy","Molise",NA,41.55774754,14.65916051,7,66,532,0,5,83,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-22,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,23,678,5718,3,57,539,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-22,"Italy","P.A. Trento",NA,46.06893511,11.12123097,35,954,3050,7,172,394,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-22,"Italy","Piemonte",NA,45.0732745,7.680687483,283,4420,12701,45,668,2000,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-22,"Italy","Puglia",NA,41.12559576,16.86736689,31,786,6160,2,111,543,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-22,"Italy","Sardegna",NA,39.21531192,9.110616306,7,339,2402,3,9,105,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-22,"Italy","Sicilia",NA,38.11569725,13.3623567,8,630,5580,2,140,697,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-22,"Italy","Toscana",NA,43.76923077,11.25588885,91,2277,13264,19,265,1355,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-22,"Italy","Umbria",NA,43.10675841,12.38824698,16,521,3135,6,59,423,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-22,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,9,364,950,1,51,66,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-22,"Italy","Veneto",NA,45.43490485,12.33845213,169,5122,57671,23,505,4029,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-23,"Italy","Abruzzo",NA,42.35122196,13.39843823,38,663,3674,5,76,299,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-23,"Italy","Basilicata",NA,40.63947052,15.80514834,1,90,696,1,9,53,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-23,"Italy","Calabria",NA,38.90597598,16.59440194,7,292,4073,0,19,407,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-23,"Italy","Campania",NA,40.83956555,14.25084984,49,1026,5813,20,90,870,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-23,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,892,8535,31200,76,980,3178,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-23,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,54,930,7424,7,56,663,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-23,"Italy","Lazio",NA,41.89277044,12.48366722,63,1540,18371,10,157,526,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-23,"Italy","Liguria",NA,44.41149315,8.9326992,212,1924,5538,41,259,543,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-23,"Italy","Lombardia",NA,45.46679409,9.190347404,3776,28761,73242,320,1555,2644,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-23,"Italy","Marche",NA,43.61675973,13.5188753,203,2569,6782,19,148,391,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-23,"Italy","Molise",NA,41.55774754,14.65916051,7,67,532,0,1,0,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-23,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,29,724,6084,6,46,366,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-23,"Italy","P.A. Trento",NA,46.06893511,11.12123097,41,1023,3150,6,69,100,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-23,"Italy","Piemonte",NA,45.0732745,7.680687483,315,4861,13560,32,441,859,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-23,"Italy","Puglia",NA,41.12559576,16.86736689,37,906,6761,6,120,601,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-23,"Italy","Sardegna",NA,39.21531192,9.110616306,11,359,2568,4,20,166,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-23,"Italy","Sicilia",NA,38.11569725,13.3623567,13,721,6375,5,91,795,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
"Italy|Toscana|NA",2020-03-23,"Italy","Toscana",NA,43.76923077,11.25588885,109,2461,13851,18,184,587,3736968,0.125,0.622,0.252,46.8,159.75,0.0116
"Italy|Umbria|NA",2020-03-23,"Italy","Umbria",NA,43.10675841,12.38824698,16,577,3561,0,56,426,884640,0.127,0.621,0.252,46.7,104.47,0.0114
"Italy|Valle d'Aosta|NA",2020-03-23,"Italy","Valle d'Aosta",NA,45.73750286,7.320149366,12,393,1098,3,29,148,126202,0.134,0.631,0.235,45.9,38.89,0.0117
"Italy|Veneto|NA",2020-03-23,"Italy","Veneto",NA,45.43490485,12.33845213,192,5505,61115,23,383,3444,4905037,0.135,0.639,0.226,45.4,263.87,0.01
"Italy|Abruzzo|NA",2020-03-24,"Italy","Abruzzo",NA,42.35122196,13.39843823,46,689,4294,8,26,620,1315196,0.126,0.639,0.236,45.9,120.69,0.0112
"Italy|Basilicata|NA",2020-03-24,"Italy","Basilicata",NA,40.63947052,15.80514834,1,92,744,0,2,48,567118,0.121,0.653,0.226,45.5,57.38,0.0111
"Italy|Calabria|NA",2020-03-24,"Italy","Calabria",NA,38.90597598,16.59440194,10,319,4486,3,27,413,1956687,0.134,0.654,0.212,44.2,128.7,0.0101
"Italy|Campania|NA",2020-03-24,"Italy","Campania",NA,40.83956555,14.25084984,56,1101,6297,7,75,484,5826860,0.147,0.668,0.185,42.3,421.83,0.0092
"Italy|Emilia Romagna|NA",2020-03-24,"Italy","Emilia Romagna",NA,44.49436681,11.3417208,985,9254,33527,93,719,2327,4452629,0.132,0.629,0.238,46.1,193.39,0.0112
"Italy|Friuli Venezia Giulia|NA",2020-03-24,"Italy","Friuli Venezia Giulia",NA,45.6494354,13.76813649,64,992,8526,10,62,1102,1215538,0.122,0.619,0.259,47.3,155.04,0.0119
"Italy|Lazio|NA",2020-03-24,"Italy","Lazio",NA,41.89277044,12.48366722,80,1728,18371,17,188,0,5896693,0.135,0.651,0.214,44.8,319.34,0.0097
"Italy|Liguria|NA",2020-03-24,"Italy","Liguria",NA,44.41149315,8.9326992,231,2116,5992,19,192,454,1556981,0.113,0.603,0.284,48.8,290,0.0143
"Italy|Lombardia|NA",2020-03-24,"Italy","Lombardia",NA,45.46679409,9.190347404,4178,30703,76695,402,1942,3453,10036258,0.138,0.638,0.224,45,406.65,0.0099
"Italy|Marche|NA",2020-03-24,"Italy","Marche",NA,43.61675973,13.5188753,231,2736,7229,28,167,447,1531753,0.128,0.627,0.245,46.3,163.95,0.0112
"Italy|Molise|NA",2020-03-24,"Italy","Molise",NA,41.55774754,14.65916051,8,73,572,1,6,40,308493,0.115,0.643,0.242,46.5,70.32,0.0121
"Italy|P.A. Bolzano|NA",2020-03-24,"Italy","P.A. Bolzano",NA,46.49933453,11.35662422,38,781,6509,9,57,425,527750,0.158,0.647,0.194,42.6,68.21,0.0083
"Italy|P.A. Trento|NA",2020-03-24,"Italy","P.A. Trento",NA,46.06893511,11.12123097,56,1110,3712,15,87,562,539898,0.145,0.638,0.217,44.4,84.55,0.0093
"Italy|Piemonte|NA",2020-03-24,"Italy","Piemonte",NA,45.0732745,7.680687483,374,5515,15469,59,654,1909,4375865,0.126,0.622,0.253,46.8,171.9,0.0123
"Italy|Puglia|NA",2020-03-24,"Italy","Puglia",NA,41.12559576,16.86736689,44,1005,7345,7,99,584,4048242,0.133,0.65,0.217,44.4,207.39,0.0096
"Italy|Sardegna|NA",2020-03-24,"Italy","Sardegna",NA,39.21531192,9.110616306,15,421,2859,4,62,291,1648176,0.114,0.654,0.232,46.4,68.02,0.0099
"Italy|Sicilia|NA",2020-03-24,"Italy","Sicilia",NA,38.11569725,13.3623567,20,846,7170,7,125,795,5026989,0.14,0.652,0.208,43.7,193.67,0.0104
