"id","date","country","state","city","lat","lng","deaths","confirmed","tests","deaths_new","confirmed_new","tests_new","pop","pop_14","pop_15_64","pop_65","pop_age","pop_density","pop_death_rate"
"China|NA|NA",2020-02-06,"China",NA,NA,19.1818181818182,19.1818181818182,633,30587,0,70,3147,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-06,"Philippines",NA,NA,1,1,1,2,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-07,"China",NA,NA,21.7575757575758,21.7575757575758,718,34110,0,85,3523,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-07,"Philippines",NA,NA,1,1,1,3,0,0,1,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-08,"China",NA,NA,24.3939393939394,24.3939393939394,805,36814,0,87,2704,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-08,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-09,"China",NA,NA,27.4242424242424,27.4242424242424,905,39829,0,100,3015,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-09,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-10,"China",NA,NA,30.6666666666667,30.6666666666667,1012,42354,0,107,2525,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-10,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-11,"China",NA,NA,33.6969696969697,33.6969696969697,1112,44386,0,100,2032,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-11,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-12,"China",NA,NA,33.8484848484849,33.8484848484849,1117,44759,0,5,373,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Philippines|NA|NA",2020-02-12,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-13,"China",NA,NA,41.4848484848485,41.4848484848485,1369,59895,0,252,15136,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Japan|NA|NA",2020-02-13,"Japan",NA,NA,1,1,1,28,0,1,28,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-13,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-14,"China",NA,NA,46.0909090909091,46.0909090909091,1521,66358,0,152,6463,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"Japan|NA|NA",2020-02-14,"Japan",NA,NA,1,1,1,29,0,0,1,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-14,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-15,"China",NA,NA,50.3939393939394,50.3939393939394,1663,68413,0,142,2055,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"France|NA|NA",2020-02-15,"France",NA,NA,0.1,0.1,1,12,0,1,12,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Japan|NA|NA",2020-02-15,"Japan",NA,NA,1,1,1,43,0,0,14,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-15,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
"China|NA|NA",2020-02-16,"China",NA,NA,53.5151515151515,53.5151515151515,1766,70513,0,103,2100,0,1392730000,0.178770027525543,0.712021137123803,0.109208835350654,38.4,148.348833270666,0.00711
"France|NA|NA",2020-02-16,"France",NA,NA,0.1,0.1,1,12,0,0,0,0,66987244,0.179564644444787,0.620089108085333,0.200346247469881,41.7,122.338395739199,0.009
"Japan|NA|NA",2020-02-16,"Japan",NA,NA,1,1,1,59,0,0,16,0,126529100,0.126968488090205,0.597267812806245,0.27576369910355,48.6,347.073458415624,0.0108
"Philippines|NA|NA",2020-02-16,"Philippines",NA,NA,1,1,1,3,0,0,0,0,106651922,0.309630402017999,0.639143910299006,0.0512256876829946,24.1,357.688305329175,0.005839
